id,ortho,cgram,genre,nombre,freqfilms,verper,cvcv,iddersyll,nbsyll,haspir
6211,annihilez,VER,,,0.01,2p,V,2794,4,-1
6212,annihilons,VER,,,0.01,1p,V,2928,4,-1
6213,annihilé,VER,m,s,0.32,,V,2794,4,-1
6214,annihilée,VER,f,s,0.08,,V,2794,4,-1
6215,anniv,NOM,m,s,0.26,,V,3320,2,-1
6216,anniversaire,ADJ,,s,14.57,,V,3863,4,-1
6217,anniversaire,NOM,m,s,80.24,,V,3863,4,-1
6218,anniversaires,ADJ,,p,0.19,,V,3863,4,-1
6219,anniversaires,NOM,m,p,2.55,,V,3863,4,-1
6220,annonce,NOM,f,s,18.93,,V,3412,2,-1
6221,annonce,VER,,,14.07,2s-1s-3s,V,3412,2,-1
6222,annoncent,VER,,,1.79,3p,V,3412,2,-1
6223,annoncer,VER,,,21.14,,V,3949,3,-1
6224,annoncera,VER,,,0.74,3s,V,229,4,-1
6225,annoncerai,VER,,,0.88,1s,V,185,4,-1
6226,annonceraient,VER,,,0.0,3p,V,185,4,-1
6227,annoncerais,VER,,,0.03,1s-2s,V,185,4,-1
6228,annoncerait,VER,,,0.04,3s,V,185,4,-1
6229,annonceras,VER,,,0.04,2s,V,229,4,-1
6230,annoncerez,VER,,,0.23,2p,V,263,4,-1
6231,annoncerons,VER,,,0.13,1p,V,394,4,-1
6232,annonceront,VER,,,0.1,3p,V,394,4,-1
6233,annonces,NOM,f,p,4.83,,V,3412,2,-1
6234,annonces,VER,,,0.3,2s,V,3412,2,-1
6235,annonceur,NOM,m,s,0.09,,V,3844,3,-1
6236,annonceurs,NOM,m,p,0.5,,V,3844,3,-1
6237,annonceuse,NOM,f,s,0.0,,V,3811,3,-1
6238,annoncez,VER,,,2.0,2p-2p,V,3949,3,-1
6239,annonciateur,ADJ,m,s,0.25,,V,4361,4,-1
6240,annonciateur,NOM,m,s,0.0,,V,4361,4,-1
6241,annonciateurs,ADJ,m,p,0.03,,V,4361,4,-1
6242,annonciateurs,NOM,m,p,0.0,,V,4361,4,-1
6243,annonciation,NOM,f,s,0.0,,V,4038,4,-1
6244,annonciations,NOM,f,p,0.01,,V,4038,4,-1
6245,annonciatrice,ADJ,f,s,0.0,,V,4520,4,-1
6246,annonciatrices,ADJ,f,p,0.0,,V,4520,4,-1
6247,annonciatrices,NOM,f,p,0.0,,V,4520,4,-1
6248,annonciez,VER,,,0.06,2p,V,4031,3,-1
6249,annoncions,VER,,,0.13,1p,V,4038,3,-1
6250,annoncèrent,VER,,,0.03,3p,V,3863,3,-1
6251,annoncé,VER,m,s,9.15,,V,3949,3,-1
6252,annoncée,VER,f,s,0.85,,V,3949,3,-1
6253,annoncées,VER,f,p,0.18,,V,3949,3,-1
6254,annoncés,VER,m,p,0.28,,V,3949,3,-1
6255,annonça,VER,,,0.56,3s,V,3918,3,-1
6256,annonçai,VER,,,0.02,1s,V,3861,3,-1
6257,annonçaient,VER,,,0.28,3p,V,3861,3,-1
6258,annonçais,VER,,,0.13,1s-2s,V,3861,3,-1
6259,annonçait,VER,,,1.03,3s,V,3861,3,-1
6260,annonçant,VER,,,1.22,,V,3848,3,-1
6261,annonçons,VER,,,0.26,1p-1p,V,4314,3,-1
6262,annonçât,VER,,,0.0,3s,V,3918,3,-1
6263,annotais,VER,,,0.0,1s,V,4380,3,-1
6264,annotait,VER,,,0.0,3s,V,4380,3,-1
6265,annotant,VER,,,0.0,,V,4368,3,-1
6266,annotation,NOM,f,s,0.19,,V,4038,4,-1
6267,annotations,NOM,f,p,0.05,,V,4038,4,-1
6268,annote,VER,,,0.02,1s-3s,V,3250,2,-1
6269,annoter,VER,,,0.03,,V,4605,3,-1
6270,annoté,VER,m,s,0.02,,V,4605,3,-1
6271,annotée,VER,f,s,0.01,,V,4605,3,-1
6272,annotés,VER,m,p,0.04,,V,4605,3,-1
6273,annuaire,NOM,m,s,4.43,,V,3185,2,-1
6274,annuaires,NOM,m,p,0.14,,V,3185,2,-1
6275,annuel,ADJ,m,s,3.28,,V,3186,2,-1
6276,annuelle,ADJ,f,s,1.87,,V,3186,2,-1
6277,annuellement,ADV,,,0.15,,V,2964,4,-1
6278,annuelles,ADJ,f,p,0.22,,V,3186,2,-1
6279,annuels,ADJ,m,p,0.41,,V,3186,2,-1
6280,annula,VER,,,0.0,3s,V,2754,3,-1
6281,annulai,VER,,,0.0,1s,V,2696,3,-1
6282,annulaient,VER,,,0.12,3p,V,2696,3,-1
6283,annulaire,ADJ,,s,0.01,,V,2697,3,-1
6284,annulaire,NOM,m,s,0.55,,V,2697,3,-1
6285,annulais,VER,,,0.36,1s-2s,V,2696,3,-1
6286,annulait,VER,,,0.09,3s,V,2696,3,-1
6287,annulant,VER,,,0.3,,V,2686,3,-1
6288,annulation,NOM,f,s,2.28,,V,4038,4,-1
6289,annulations,NOM,f,p,0.18,,V,4038,4,-1
6290,annule,VER,,,7.34,2s-1s-3s,V,3404,2,-1
6291,annulent,VER,,,0.52,3p,V,3404,2,-1
6292,annuler,VER,,,14.08,,V,2794,3,-1
6293,annulera,VER,,,0.26,3s,V,229,4,-1
6294,annulerai,VER,,,0.17,1s,V,185,4,-1
6295,annuleraient,VER,,,0.02,3p,V,185,4,-1
6296,annulerais,VER,,,0.08,1s,V,185,4,-1
6297,annulerait,VER,,,0.17,3s,V,185,4,-1
6298,annulerez,VER,,,0.11,2p,V,263,4,-1
6299,annulerons,VER,,,0.04,1p,V,394,4,-1
6300,annuleront,VER,,,0.08,3p,V,394,4,-1
6301,annules,VER,,,0.39,2s,V,3404,2,-1
6302,annulez,VER,,,3.02,2p-2p,V,2794,3,-1
6303,annuliez,VER,,,0.07,2p,V,2860,3,-1
6304,annulons,VER,,,0.12,1p-1p,V,2928,3,-1
6305,annulèrent,VER,,,0.01,3p,V,2697,3,-1
6306,annulé,VER,m,s,10.94,,V,2794,3,-1
6307,annulé,ADJ,m,s,1.18,,V,2794,3,-1
6308,annulée,VER,f,s,3.08,,V,2794,3,-1
6309,annulée,ADJ,f,s,0.38,,V,2794,3,-1
6310,annulées,VER,f,p,0.27,,V,2794,3,-1
6311,annulées,ADJ,f,p,0.06,,V,2794,3,-1
6312,annulés,VER,m,p,0.46,,V,2794,3,-1
6313,annulés,ADJ,m,p,0.12,,V,2794,3,-1
6314,année,NOM,f,s,129.64,,V,3287,2,-1
6315,année-lumière,NOM,f,s,0.03,,V,3089,4,-1
6316,années,NOM,f,p,186.61,,V,3287,2,-1
6317,années-homme,NOM,f,p,0.01,,V,138,3,-1
6318,années-lumière,NOM,f,p,1.13,,V,3089,4,-1
6319,anobli,ADJ,m,s,0.01,,V,1088,3,-1
6320,anobli,VER,m,s,0.08,,V,1088,3,-1
6321,anoblie,ADJ,f,s,0.01,,V,1088,3,-1
6322,anoblie,VER,f,s,0.27,,V,1088,3,-1
6323,anoblies,ADJ,f,p,0.0,,V,1088,3,-1
6324,anoblir,VER,,,0.01,,V,1089,3,-1
6325,anoblissait,VER,,,0.0,3s,V,3861,4,-1
6326,anoblissant,VER,,,0.0,,V,3848,4,-1
6327,anoblissante,ADJ,f,s,0.0,,V,3859,4,-1
6328,anoblissement,NOM,m,s,0.0,,V,2964,5,-1
6329,anoblit,VER,,,0.11,3s-3s,V,1088,3,-1
6330,anode,NOM,f,s,0.02,,V,3239,2,-1
6331,anodin,ADJ,m,s,0.38,,V,1177,3,-1
6332,anodine,ADJ,f,s,0.2,,V,1372,3,-1
6333,anodines,ADJ,f,p,0.2,,V,1372,3,-1
6334,anodins,ADJ,m,p,0.25,,V,1177,3,-1
6335,anodique,ADJ,f,s,0.2,,V,1368,3,-1
6336,anodisé,VER,m,s,0.21,,V,5141,4,-1
6337,anomalie,NOM,f,s,2.75,,V,2797,4,-1
6338,anomalies,NOM,f,p,1.21,,V,2797,4,-1
6339,anomoure,NOM,m,s,0.0,,V,3122,3,-1
6340,anonymat,NOM,m,s,1.41,,V,3024,4,-1
6341,anonyme,ADJ,,s,7.74,,V,3309,3,-1
6342,anonyme,NOM,,s,0.69,,V,3309,3,-1
6343,anonymement,ADV,,,0.42,,V,2964,5,-1
6344,anonymes,ADJ,,p,3.92,,V,3309,3,-1
6345,anonymes,NOM,,p,0.3,,V,3309,3,-1
6346,anonymographe,NOM,m,s,0.0,,V,1914,5,-1
6347,anophèle,NOM,m,s,0.01,,V,1526,3,-1
6348,anorak,NOM,m,s,0.25,,V,246,3,-1
6349,anoraks,NOM,m,p,0.25,,V,246,3,-1
6350,anorexie,NOM,f,s,0.87,,V,3966,4,-1
6351,anorexies,NOM,f,p,0.01,,V,3966,4,-1
6352,anorexique,ADJ,,s,0.31,,V,3981,4,-1
6353,anorexique,NOM,,s,0.09,,V,3981,4,-1
6354,anorexiques,ADJ,f,p,0.07,,V,3981,4,-1
6355,anorexiques,NOM,,p,0.16,,V,3981,4,-1
6356,anormal,ADJ,m,s,4.8,,V,3047,3,-1
6357,anormal,NOM,m,s,1.19,,V,3047,3,-1
6358,anormale,ADJ,f,s,1.23,,V,3047,3,-1
6359,anormale,NOM,f,s,0.08,,V,3047,3,-1
6360,anormalement,ADV,,,1.08,,V,2964,5,-1
6361,anormales,ADJ,f,p,0.61,,V,3047,3,-1
6362,anormales,NOM,f,p,0.01,,V,3047,3,-1
6363,anormalité,NOM,f,s,0.2,,V,4605,5,-1
6364,anormaux,ADJ,m,p,0.76,,V,3112,3,-1
6365,anormaux,NOM,m,p,0.05,,V,3112,3,-1
6366,anosmie,NOM,f,s,0.07,,V,3060,3,-1
6367,anosmique,ADJ,m,s,0.01,,V,3070,3,-1
6368,anoxie,NOM,f,s,0.09,,V,3966,3,-1
6369,ans,NOM,m,p,718.17,,V,24,1,-1
6370,anse,NOM,f,s,0.33,,V,37,1,-1
6371,anses,NOM,f,p,0.14,,V,37,1,-1
6372,ansée,ADJ,f,s,0.01,,V,3949,2,-1
6373,ansées,ADJ,f,p,0.01,,V,3949,2,-1
6374,antagonique,ADJ,,s,0.03,,V,3305,4,-1
6375,antagonisme,NOM,m,s,0.16,,V,3323,4,-1
6376,antagonismes,NOM,m,p,0.02,,V,3323,4,-1
6377,antagoniste,ADJ,,s,0.07,,V,3316,4,-1
6378,antagoniste,NOM,,s,0.12,,V,3316,4,-1
6379,antagonistes,ADJ,,p,0.03,,V,3316,4,-1
6380,antagonistes,NOM,,p,0.02,,V,3316,4,-1
6381,antalgique,NOM,m,s,0.15,,V,654,3,-1
6382,antalgiques,NOM,m,p,0.35,,V,654,3,-1
6383,antan,NOM,m,s,1.53,,V,4368,2,-1
6384,antarctique,ADJ,,s,0.06,,V,2560,3,-1
6385,antarctiques,ADJ,,p,0.0,,V,4626,3,-1
6386,ante,NOM,f,s,1.12,,V,38,1,-1
6387,antenne,NOM,f,s,10.08,,V,4401,2,-1
6388,antennes,NOM,f,p,1.5,,V,4401,2,-1
6389,anthologie,NOM,f,s,0.48,,V,646,4,-1
6390,anthologies,NOM,f,p,0.0,,V,646,4,-1
6391,anthonome,NOM,m,s,0.01,,V,3244,3,-1
6392,anthracine,NOM,m,s,0.04,,V,3988,3,-1
6393,anthracite,ADJ,,,0.07,,V,3995,3,-1
6394,anthracite,NOM,m,s,0.01,,V,3995,3,-1
6395,anthracites,NOM,m,p,0.0,,V,3995,3,-1
6396,anthracose,NOM,f,s,0.01,,V,2556,3,-1
6397,anthracène,NOM,m,s,0.01,,V,3885,3,-1
6398,anthraquinone,NOM,f,s,0.01,,V,3245,4,-1
6399,anthrax,NOM,m,,1.26,,V,4494,2,-1
6400,anthropiques,ADJ,,p,0.02,,V,3618,3,-1
6401,anthropologie,NOM,f,s,0.78,,V,646,5,-1
6402,anthropologique,ADJ,,s,0.16,,V,654,5,-1
6403,anthropologiquement,ADV,,,0.01,,V,2964,7,-1
6404,anthropologiques,ADJ,f,p,0.11,,V,654,5,-1
6405,anthropologiste,NOM,,s,0.11,,V,663,5,-1
6406,anthropologue,NOM,,s,1.18,,V,2741,4,-1
6407,anthropologues,NOM,,p,0.28,,V,2741,4,-1
6408,anthropomorphe,ADJ,f,s,0.01,,V,3004,4,-1
6409,anthropomorphique,ADJ,f,s,0.03,,V,1661,5,-1
6410,anthropomorphiser,VER,,,0.01,,V,5141,6,-1
6411,anthropomorphisme,NOM,m,s,0.01,,V,1676,5,-1
6412,anthropométrie,NOM,f,s,0.0,,V,4505,5,-1
6413,anthropométrique,ADJ,,s,0.0,,V,4513,5,-1
6414,anthropométriques,ADJ,f,p,0.0,,V,4513,5,-1
6415,anthropophage,ADJ,m,s,0.03,,V,1629,4,-1
6416,anthropophage,NOM,,s,0.01,,V,1629,4,-1
6417,anthropophages,ADJ,,p,0.11,,V,1629,4,-1
6418,anthropophages,NOM,,p,0.01,,V,1629,4,-1
6419,anthropophagie,NOM,f,s,0.11,,V,646,5,-1
6420,anthropophagiques,ADJ,f,p,0.0,,V,654,5,-1
6421,anthropopithèque,NOM,m,s,0.0,,V,4395,5,-1
6422,anthropopithèques,NOM,m,p,0.0,,V,4395,5,-1
6423,anthropoïde,ADJ,m,s,0.02,,V,2111,4,-1
6424,anthropoïde,NOM,,s,0.02,,V,2111,4,-1
6425,anthropoïdes,ADJ,,p,0.0,,V,2111,4,-1
6426,anthropoïdes,NOM,,p,0.01,,V,2111,4,-1
6427,anthume,ADJ,,s,0.0,,V,4748,2,-1
6428,anti,ADV,,,0.09,,V,4613,2,-1
6429,anti-acné,NOM,f,s,0.02,,V,3287,4,-1
6430,anti-agression,NOM,f,s,0.03,,V,4038,5,-1
6431,anti-allergie,NOM,f,s,0.01,,V,646,5,-1
6432,anti-anatomique,ADJ,,s,0.01,,V,3070,6,-1
6433,anti-apartheid,NOM,m,s,0.0,,V,4389,5,-1
6434,anti-aphrodisiaque,ADJ,f,s,0.0,,V,5178,6,-1
6435,anti-asthmatique,NOM,,s,0.01,,V,4626,5,-1
6436,anti-atomique,ADJ,m,s,0.05,,V,3070,5,-1
6437,anti-atomiques,ADJ,m,p,0.01,,V,3070,5,-1
6438,anti-avortement,NOM,m,s,0.12,,V,2964,6,-1
6439,anti-aérien,ADJ,m,s,0.2,,V,303,5,-1
6440,anti-aérien,NOM,m,s,0.0,,V,303,5,-1
6441,anti-aérienne,ADJ,f,s,0.17,,V,312,5,-1
6442,anti-aériens,ADJ,m,p,0.04,,V,303,5,-1
6443,anti-beauf,NOM,m,s,0.01,,V,1106,3,-1
6444,anti-bison,NOM,m,s,0.0,,V,5216,4,-1
6445,anti-blindage,NOM,m,s,0.04,,V,1331,4,-1
6446,anti-blouson,NOM,m,s,0.0,,V,5216,4,-1
6447,anti-bombe,NOM,f,s,0.09,,V,1168,3,-1
6448,anti-bombes,NOM,f,p,0.01,,V,1168,3,-1
6449,anti-bosons,NOM,m,p,0.04,,V,5216,4,-1
6450,anti-braquage,NOM,m,s,0.01,,V,2396,4,-1
6451,anti-brouillard,ADJ,,s,0.12,,V,2166,4,-1
6452,anti-brouillard,NOM,m,s,0.0,,V,2166,4,-1
6453,anti-bruit,NOM,m,s,0.16,,V,162,3,-1
6454,anti-calciques,ADJ,f,p,0.01,,V,3981,4,-1
6455,anti-cancer,NOM,m,s,0.04,,V,3863,4,-1
6456,anti-capitaliste,ADJ,m,s,0.03,,V,2818,6,-1
6457,anti-castriste,ADJ,,s,0.02,,V,4522,4,-1
6458,anti-castristes,NOM,,p,0.01,,V,4522,4,-1
6459,anti-cellulite,NOM,f,s,0.01,,V,2819,5,-1
6460,anti-chambre,NOM,f,s,0.0,,V,418,3,-1
6461,anti-chambres,NOM,f,p,0.0,,V,418,3,-1
6462,anti-char,NOM,m,s,0.0,,V,451,3,-1
6463,anti-chars,NOM,m,p,0.12,,V,451,3,-1
6464,anti-chiens,NOM,m,p,0.0,,V,501,3,-1
6465,anti-cité,NOM,f,s,0.0,,V,4605,4,-1
6466,anti-civilisation,NOM,f,s,0.0,,V,4038,7,-1
6467,anti-club,NOM,m,s,0.02,,V,2478,3,-1
6468,anti-cocos,NOM,,p,0.01,,V,2543,4,-1
6469,anti-colère,NOM,f,s,0.01,,V,2697,4,-1
6470,anti-communisme,NOM,m,s,0.0,,V,3323,5,-1
6471,anti-communiste,ADJ,,s,0.03,,V,3316,5,-1
6472,anti-communiste,NOM,,s,0.01,,V,3316,5,-1
6473,anti-conformisme,NOM,m,s,0.01,,V,3084,5,-1
6474,anti-conformiste,NOM,,s,0.01,,V,3079,5,-1
6475,anti-conglutinatif,ADJ,m,s,0.0,,V,4622,7,-1
6476,anti-corps,NOM,m,,0.08,,V,2274,3,-1
6477,anti-corruption,NOM,f,s,0.04,,V,4038,5,-1
6478,anti-crash,NOM,m,s,0.01,,V,2327,3,-1
6479,anti-crime,NOM,m,s,0.03,,V,2352,3,-1
6480,anti-criminalité,NOM,f,s,0.01,,V,4605,7,-1
6481,anti-célibataires,ADJ,f,p,0.01,,V,4382,6,-1
6482,anti-dauphins,NOM,m,p,0.01,,V,1495,4,-1
6483,anti-desperado,NOM,m,s,0.01,,V,1429,6,-1
6484,anti-dieu,NOM,m,s,0.03,,V,1382,3,-1
6485,anti-discrimination,NOM,f,s,0.02,,V,4038,7,-1
6486,anti-dopage,NOM,m,s,0.06,,V,3578,4,-1
6487,anti-douleur,NOM,f,s,0.3,,V,2682,4,-1
6488,anti-douleurs,NOM,f,p,0.15,,V,2682,4,-1
6489,anti-drague,NOM,f,s,0.01,,V,1270,3,-1
6490,anti-dramatique,ADJ,,s,0.0,,V,4626,5,-1
6491,anti-drogue,NOM,f,s,0.35,,V,1261,3,-1
6492,anti-drogues,NOM,f,p,0.07,,V,1261,3,-1
6493,anti-débauche,NOM,f,s,0.0,,V,1103,4,-1
6494,anti-démocratique,ADJ,f,s,0.14,,V,4626,6,-1
6495,anti-démocratiques,ADJ,f,p,0.01,,V,4626,6,-1
6496,anti-démon,NOM,m,s,0.04,,V,3163,4,-1
6497,anti-espionnes,NOM,f,p,0.01,,V,3651,4,-1
6498,anti-establishment,NOM,m,s,0.02,,V,2993,6,-1
6499,anti-existence,NOM,f,s,0.0,,V,4378,5,-1
6500,anti-explosion,NOM,f,s,0.04,,V,5186,5,-1
6501,anti-fantômes,NOM,m,p,0.02,,V,4686,4,-1
6502,anti-fasciste,ADJ,f,s,0.02,,V,495,4,-1
6503,anti-femme,NOM,f,s,0.01,,V,1640,3,-1
6504,anti-flingage,NOM,m,s,0.0,,V,1961,4,-1
6505,anti-flip,NOM,m,s,0.0,,V,1753,3,-1
6506,anti-frigo,NOM,m,s,0.0,,V,2050,4,-1
6507,anti-fusionnel,ADJ,m,s,0.01,,V,3223,5,-1
6508,anti-fusées,NOM,f,p,0.0,,V,5141,4,-1
6509,anti-féministe,ADJ,,s,0.01,,V,3316,5,-1
6510,anti-féministe,NOM,,s,0.03,,V,3316,5,-1
6511,anti-g,ADJ,f,p,0.01,,V,645,3,-1
6512,anti-gang,NOM,m,s,0.33,,V,1849,3,-1
6513,anti-gel,NOM,m,s,0.05,,V,615,3,-1
6514,anti-gerce,NOM,f,s,0.01,,V,612,3,-1
6515,anti-gouvernement,NOM,m,s,0.1,,V,2964,6,-1
6516,anti-graffiti,NOM,m,,0.01,,V,4613,5,-1
6517,anti-gravité,NOM,f,s,0.06,,V,4605,5,-1
6518,anti-grimaces,NOM,f,p,0.01,,V,3053,4,-1
6519,anti-gros,ADJ,m,,0.01,,V,1941,3,-1
6520,anti-hannetons,NOM,m,p,0.0,,V,4757,5,-1
6521,anti-hypertenseur,ADJ,m,s,0.01,,V,3844,6,-1
6522,anti-immigration,NOM,f,s,0.02,,V,4038,6,-1
6523,anti-immigrés,ADJ,,p,0.0,,V,1924,5,-1
6524,anti-impérialiste,ADJ,,s,0.11,,V,2818,6,-1
6525,anti-incendie,NOM,m,s,0.16,,V,1356,5,-1
6526,anti-inertie,NOM,f,s,0.01,,V,3966,5,-1
6527,anti-infectieux,ADJ,m,p,0.01,,V,3999,5,-1
6528,anti-inflammatoire,ADJ,m,s,0.02,,V,4724,6,-1
6529,anti-inflammatoire,NOM,m,s,0.07,,V,4724,6,-1
6530,anti-insecte,NOM,m,s,0.01,,V,3879,4,-1
6531,anti-insectes,NOM,m,p,0.02,,V,3879,4,-1
6532,anti-instinct,NOM,m,s,0.0,,V,4327,4,-1
6533,anti-insurrectionnel,ADJ,m,s,0.01,,V,3223,7,-1
6534,anti-intimité,NOM,f,s,0.04,,V,4605,6,-1
6535,anti-japon,NOM,m,s,0.0,,V,3798,4,-1
6536,anti-jeunes,ADJ,m,s,0.0,,V,598,3,-1
6537,anti-mafia,NOM,f,s,0.01,,V,1693,4,-1
6538,anti-maison,NOM,f,s,0.0,,V,5216,4,-1
6539,anti-manipulation,NOM,f,s,0.01,,V,4038,7,-1
6540,anti-manoir,NOM,m,s,0.0,,V,3388,4,-1
6541,anti-mariage,NOM,m,s,0.03,,V,319,4,-1
6542,anti-matière,NOM,f,s,0.08,,V,4649,4,-1
6543,anti-matières,NOM,f,p,0.01,,V,4649,4,-1
6544,anti-mecs,NOM,m,p,0.02,,V,2987,3,-1
6545,anti-militariste,NOM,,s,0.01,,V,295,6,-1
6546,anti-missiles,NOM,m,p,0.03,,V,3984,4,-1
6547,anti-mite,NOM,f,s,0.03,,V,3081,3,-1
6548,anti-mites,NOM,f,p,0.08,,V,3081,3,-1
6549,anti-monde,NOM,m,s,0.0,,V,3164,3,-1
6550,anti-monstres,ADJ,f,p,0.01,,V,3166,3,-1
6551,anti-moustique,NOM,m,s,0.41,,V,4626,4,-1
6552,anti-moustiques,NOM,m,p,0.17,,V,4626,4,-1
6553,anti-médicaments,NOM,m,p,0.01,,V,2964,6,-1
6554,anti-métaphysique,ADJ,m,s,0.0,,V,5154,6,-1
6555,anti-météorites,NOM,f,p,0.2,,V,296,6,-1
6556,anti-nausée,NOM,f,s,0.01,,V,5141,4,-1
6557,anti-navire,NOM,m,s,0.01,,V,4914,4,-1
6558,anti-nucléaire,ADJ,m,s,0.05,,V,42,5,-1
6559,anti-nucléaires,ADJ,,p,0.01,,V,42,5,-1
6560,anti-nucléaires,NOM,m,p,0.01,,V,42,5,-1
6561,anti-odeur,NOM,f,s,0.01,,V,1189,4,-1
6562,anti-odeurs,NOM,f,p,0.01,,V,1189,4,-1
6563,anti-odorants,ADJ,m,p,0.0,,V,170,5,-1
6564,anti-origine,NOM,f,s,0.0,,V,658,5,-1
6565,anti-panache,NOM,m,s,0.0,,V,3258,4,-1
6566,anti-particule,NOM,f,s,0.01,,V,2623,5,-1
6567,anti-pasteur,NOM,m,s,0.0,,V,4361,4,-1
6568,anti-patriote,NOM,,s,0.01,,V,144,5,-1
6569,anti-patriotique,ADJ,f,s,0.06,,V,4626,6,-1
6570,anti-pelliculaire,ADJ,m,s,0.13,,V,2697,6,-1
6571,anti-piratage,NOM,m,s,0.01,,V,4577,5,-1
6572,anti-pirate,ADJ,,s,0.01,,V,259,4,-1
6573,anti-poison,NOM,m,s,0.04,,V,5216,4,-1
6574,anti-poisse,NOM,f,s,0.05,,V,3776,3,-1
6575,anti-pollution,NOM,f,s,0.04,,V,4038,5,-1
6576,anti-poux,NOM,m,p,0.04,,V,3752,3,-1
6577,anti-progressistes,NOM,,p,0.0,,V,3994,5,-1
6578,anti-psychotique,ADJ,,s,0.01,,V,4626,5,-1
6579,anti-pub,NOM,,s,0.0,,V,3786,3,-1
6580,anti-puces,NOM,f,p,0.14,,V,3796,3,-1
6581,anti-pédérastiques,ADJ,,p,0.0,,V,4626,6,-1
6582,anti-racket,NOM,m,s,0.06,,V,2270,4,-1
6583,anti-radiations,NOM,f,p,0.08,,V,4038,5,-1
6584,anti-rapt,NOM,m,s,0.0,,V,254,3,-1
6585,anti-reflets,NOM,m,p,0.0,,V,1719,4,-1
6586,anti-rejet,NOM,m,s,0.2,,V,607,4,-1
6587,anti-religion,NOM,f,s,0.01,,V,684,5,-1
6588,anti-rhume,NOM,m,s,0.02,,V,388,3,-1
6589,anti-rides,NOM,f,p,0.06,,V,275,3,-1
6590,anti-romain,NOM,m,s,0.0,,V,2941,4,-1
6591,anti-romantique,ADJ,,s,0.01,,V,4626,5,-1
6592,anti-rouille,NOM,f,s,0.01,,V,356,3,-1
6593,anti-russe,ADJ,m,s,0.11,,V,390,3,-1
6594,anti-sida,NOM,m,s,0.02,,V,1323,4,-1
6595,anti-socialistes,ADJ,,p,0.01,,V,2818,5,-1
6596,anti-sociaux,ADJ,m,p,0.04,,V,4032,4,-1
6597,anti-société,NOM,f,s,0.0,,V,4605,5,-1
6598,anti-somnolence,NOM,f,s,0.01,,V,2694,5,-1
6599,anti-souffle,NOM,m,s,0.03,,V,4280,3,-1
6600,anti-sous-marin,ADJ,m,s,0.02,,V,149,5,-1
6601,anti-soviétique,ADJ,f,s,0.0,,V,4626,5,-1
6602,anti-stress,NOM,m,,0.35,,V,4470,3,-1
6603,anti-syndical,ADJ,m,s,0.01,,V,2408,5,-1
6604,anti-sèche,ADJ,f,s,0.01,,V,3872,3,-1
6605,anti-sèches,ADJ,f,p,0.0,,V,3872,3,-1
6606,anti-sémite,ADJ,,s,0.02,,V,3081,4,-1
6607,anti-sémites,ADJ,f,p,0.02,,V,3081,4,-1
6608,anti-sémitisme,NOM,m,s,0.08,,V,4642,5,-1
6609,anti-tabac,ADJ,,s,0.17,,V,963,4,-1
6610,anti-taches,NOM,f,p,0.15,,V,4576,3,-1
6611,anti-tank,NOM,m,s,0.03,,V,4375,3,-1
6612,anti-tapisserie,NOM,f,s,0.0,,V,268,6,-1
6613,anti-temps,NOM,m,,0.0,,V,4368,3,-1
6614,anti-tension,NOM,f,s,0.01,,V,4038,4,-1
6615,anti-terrorisme,NOM,m,s,0.53,,V,300,5,-1
6616,anti-terroriste,ADJ,,s,0.26,,V,295,5,-1
6617,anti-tornades,NOM,f,p,0.01,,V,3262,4,-1
6618,anti-toux,NOM,f,,0.01,,V,4700,3,-1
6619,anti-truie,NOM,f,s,0.01,,V,4442,3,-1
6620,anti-trusts,NOM,m,p,0.02,,V,4450,3,-1
6621,anti-venin,NOM,m,s,0.18,,V,3175,4,-1
6622,anti-vieillissement,NOM,m,s,0.04,,V,2964,6,-1
6623,anti-viol,NOM,m,s,0.09,,V,4954,3,-1
6624,anti-violence,NOM,f,s,0.01,,V,2694,4,-1
6625,anti-viral,ADJ,m,s,0.13,,V,250,4,-1
6626,anti-virus,NOM,m,,0.09,,V,390,4,-1
6627,anti-vol,NOM,m,s,0.35,,V,4845,3,-1
6628,anti-vols,NOM,m,p,0.01,,V,4845,3,-1
6629,anti-âge,ADJ,,,0.04,,V,745,3,-1
6630,anti-émeute,ADJ,,s,0.1,,V,2939,4,-1
6631,anti-émeutes,ADJ,,p,0.05,,V,2939,4,-1
6632,anti-émotionnelle,ADJ,f,s,0.0,,V,3223,6,-1
6633,anti-évasion,NOM,f,s,0.01,,V,5186,5,-1
6634,antiacide,ADJ,,s,0.07,,V,3975,4,-1
6635,antiacides,ADJ,m,p,0.04,,V,3975,4,-1
6636,antialcoolique,ADJ,f,s,0.02,,V,2809,5,-1
6637,antiallemands,ADJ,m,p,0.0,,V,2964,5,-1
6638,antiaméricain,ADJ,m,s,0.05,,V,2215,6,-1
6639,antiaméricaine,ADJ,f,s,0.0,,V,2266,6,-1
6640,antiaméricaines,ADJ,f,p,0.01,,V,2266,6,-1
6641,antiaméricanisme,NOM,m,s,0.02,,V,3323,7,-1
6642,antiatomique,ADJ,m,s,0.31,,V,3070,5,-1
6643,antiaérien,ADJ,m,s,0.25,,V,303,5,-1
6644,antiaérienne,ADJ,f,s,0.29,,V,312,5,-1
6645,antiaériennes,ADJ,f,p,0.17,,V,312,5,-1
6646,antiaériens,ADJ,m,p,0.05,,V,303,5,-1
6647,antibactérien,ADJ,m,s,0.03,,V,303,5,-1
